name,market 0,market 1,market 2,market 3,market 4,market 5,market 6,market 7,market 8,market 9,market 10,market 11,market 12,market 13,market 14,market 15,market 16,market 17,market 18,market 19,market 20,market 21,market 22,market 23,market 24,market 25,market 26,market 27,market 28,market 29,market 30,market 31,market 32,market 33,market 34,market 35,market 36,market 37,market 38,market 39,market 40,market 41,market 42,market 43,market 44,market 45,market 46,market 47,market 48,market 49,market 50,market 51,market 52,market 53,market 54,market 55,market 56,market 57,market 58,market 59,market 60,market 61,market 62,market 63,market 64,market 65,market 66,market 67,market 68,market 69,market 70,market 71,market 72,market 73,market 74,market 75,market 76,market 77,market 78,market 79,market 80,market 81,market 82,market 83,market 84,market 85,market 86,market 87,market 88,market 89,market 90,market 91,market 92,market 93,market 94,market 95,market 96,market 97,market 98,market 99
market 80,6965.49,11063.18,12664.44,4298.55,14427.57,12741.96,11616.46,8447.66,9048.64,10301.1,9557.45,9922.28,12163.6,12582.53,13629.1,12977.15,14287.49,10525.76,9742.95,12334.99,13041.42,5862.41,7718.58,16132.73,5497.37,14208.24,21619.18,6122.13,16986.94,7295.56,12158.13,342.21,7505.28,12980.76,12154.73,14845.31,10941.82,10654.83,10463.36,10515.53,8848.1,7775.44,14034.86,15445.5,2766.07,12041.83,11795.78,12351.47,17306.05,15878.45,11153.81,6716.23,7947.29,10964.21,7580.84,7385.71,9848.15,10570.44,11532.26,12184.14,15338.59,14029.22,13008.52,14324.73,7742.19,11183.84,9497.38,6502.53,6651.69,16747.34,10078.95,4757.17,17047.99,6939.62,19784.17,14001.49,8837.75,20595.22,13933.31,15464.71,0.0,8269.96,9651.76,10588.57,10557.35,17109.72,12824.97,12508.18,8261.39,8192.21,9782.38,6552.62,11473.06,13986.07,5814.79,7933.3,16884.04,8941.47,11308.2,12739.09
market 81,2891.95,3737.19,5340.87,4701.89,6208.78,4523.18,5016.28,1689.36,1035.38,2082.31,4415.87,5099.39,4506.89,4774.03,7230.88,4758.36,6068.7,2306.97,2656.96,14512.4,4884.07,3964.93,3612.76,8139.61,4040.23,6145.93,13400.4,2235.84,9006.74,1426.8,4406.41,8229.87,4683.46,5371.33,3935.95,6865.11,3286.86,2518.64,2554.53,3477.64,3754.48,1432.72,6050.56,7465.3,6119.14,3933.29,3710.72,6382.12,9087.26,8853.99,2935.03,2349.82,3570.4,3640.65,4232.55,902.28,2433.17,7766.16,4208.69,4255.1,8314.13,5966.9,6821.64,6105.94,3891.5,3601.15,5610.41,3478.45,4594.45,8528.55,3187.73,3684.83,9067.8,2859.13,11565.38,5782.7,2217.24,12597.38,6276.6,7484.51,8269.96,0.0,4261.85,2661.71,3470.04,9129.53,8838.51,4289.39,4262.4,5220.29,7520.75,3304.13,3567.3,5767.29,4880.25,1847.29,8665.25,2624.83,6549.6,5720.99
market 82,2750.83,3808.24,4330.85,6369.79,8914.59,7396.47,9099.96,5647.28,4942.9,5503.67,8348.82,9032.34,8316.12,8245.13,3976.82,7923.46,9233.8,5682.61,6740.65,12111.82,6413.6,5210.22,2151.9,8628.61,5936.08,9578.88,15640.46,4077.39,12428.1,3072.25,8001.42,9611.66,3688.74,5097.42,6916.16,10211.92,7194.39,5159.0,6187.67,2376.7,872.13,2837.77,6816.95,10886.66,7500.93,7369.67,7132.07,10465.8,12252.36,6533.61,6345.79,2944.52,1898.3,3073.43,2976.32,3759.73,3513.28,11452.48,3909.36,5084.3,5993.75,9281.72,3413.11,7885.85,2896.78,4327.29,9296.73,6491.86,7341.97,10301.21,7271.42,5202.92,12489.15,6545.45,13778.45,8080.46,6112.81,12465.98,10085.82,10905.86,9651.76,4261.85,0.0,4538.66,7494.77,12550.88,12953.82,7320.2,2168.98,4060.19,5945.08,3433.94,7030.37,8932.38,6590.42,2539.03,11830.35,1880.25,2331.4,3394.25
market 83,4142.42,1605.03,3494.83,7020.5,4600.84,3082.72,6568.56,3568.4,2490.78,1647.38,6144.68,6828.2,4773.83,4116.9,6182.82,3560.66,4786.98,1555.06,4238.25,15648.12,2452.95,6111.14,4545.38,5544.27,6423.48,5216.09,11920.5,4554.45,8288.5,3407.95,4408.12,10548.47,5819.18,2711.91,2479.01,5849.12,4017.52,883.18,2847.39,2811.57,4123.02,2652.44,3446.4,6747.06,8437.74,3006.88,3007.01,7934.4,7805.54,6773.62,2155.31,3910.79,4289.81,2323.54,5368.27,3306.79,1111.96,9594.24,1904.05,1595.68,6233.76,4889.42,5773.58,3839.77,5027.22,1141.8,7484.45,5589.02,6705.03,6389.8,4798.1,6003.44,8349.55,4969.71,9867.04,3941.01,4094.76,10006.76,6883.38,6766.26,10588.57,2661.71,4538.66,0.0,4741.0,8411.28,10154.29,2883.06,5393.99,6356.01,8656.48,4786.94,3021.57,4493.2,7241.13,2675.38,7383.53,2821.32,6359.82,4672.93
market 84,6358.29,6065.29,8080.38,7005.88,6726.0,5040.39,1913.81,2357.22,2593.48,3187.92,2425.34,3108.52,2058.16,3291.7,10344.37,4752.5,6253.83,3463.26,953.9,17982.86,5640.46,6373.12,7083.23,9067.04,5588.56,5373.48,13816.97,4712.81,7269.69,4865.53,2440.68,10517.25,7939.47,7144.94,4453.16,5969.65,1346.11,3932.36,2382.83,6591.12,6987.41,4788.18,7125.08,5670.38,8406.52,3697.46,3451.41,3472.37,9272.39,11356.18,3260.07,5715.89,7040.87,6699.82,7703.02,4165.85,5255.98,5874.56,6489.6,6094.61,10816.32,5194.46,9935.13,6623.16,7361.97,5727.35,3764.77,4264.13,5233.94,9045.77,862.14,6069.41,7346.86,3644.82,12082.6,6299.92,1817.94,13908.54,3600.74,6327.97,10557.35,3470.04,7494.77,4741.0,0.0,6425.22,5499.55,4806.6,7732.87,8690.76,10991.22,6533.93,3128.69,5941.72,6096.47,5080.22,8850.38,5857.75,9782.52,8834.47
market 85,11522.29,9714.12,11446.43,13541.65,5042.8,6519.25,6981.35,8842.05,8267.21,7076.0,8103.8,8787.32,4764.54,4812.6,14274.0,5182.37,4621.08,7065.34,7327.58,23141.63,7316.94,12804.69,12241.99,8398.24,11962.25,3808.8,10443.37,11144.38,2200.02,10450.33,5347.44,17069.63,13312.69,9548.53,6380.09,3906.16,5929.38,7729.97,6770.25,11159.4,12043.52,9995.05,8055.6,1665.07,14958.9,5455.27,5418.82,7544.68,6616.62,12674.83,6417.21,11220.3,12133.98,10732.09,12861.79,9980.63,9491.42,10947.84,9883.38,8888.06,13005.38,4068.23,13908.53,6092.5,12520.74,9222.69,9443.57,10637.82,11607.63,7580.83,7235.83,12524.59,2277.19,10018.51,10081.79,5839.54,8191.62,12914.8,3845.67,2233.8,17109.72,9129.53,12550.88,8411.28,6425.22,0.0,9095.99,6072.84,12891.64,13849.52,16149.99,12099.52,5676.58,4757.9,12470.16,10136.33,6194.61,10877.36,14838.63,12714.76
market 86,10862.99,11478.59,13493.67,8884.04,11657.51,10453.69,3951.56,7097.38,7811.85,8601.22,4422.31,3779.5,6801.56,8041.54,15535.3,9686.24,11033.85,8876.56,6334.57,21675.1,11053.75,9983.32,11708.66,14480.34,7764.86,10123.32,18413.05,9221.49,10525.41,9921.04,7220.76,12784.87,12008.2,12558.23,9866.46,10547.12,6691.4,9345.66,7796.13,11782.05,12233.68,10009.93,12538.38,9448.12,10443.25,8772.93,8638.47,4634.38,14052.41,16769.47,8673.37,10431.58,11844.79,11945.06,12327.11,9045.42,10584.37,2452.38,11902.89,11507.91,16229.61,9944.3,15126.06,12044.37,11986.06,11140.65,3865.63,6861.27,6173.28,14333.21,5512.57,9039.09,10602.58,6443.77,17370.04,11689.72,6519.13,19321.83,6313.04,10320.17,12824.97,8838.18,12953.82,10154.29,5499.55,9095.99,0.0,9936.6,12358.17,12695.13,14812.18,11008.78,8541.99,10613.82,7106.84,10374.25,13630.4,11048.69,15002.54,14025.41
market 87,6682.15,4068.51,5820.71,8940.1,2222.65,829.82,6350.86,4616.18,3579.22,2220.33,6551.74,7235.26,3215.11,2156.58,8628.38,897.28,2066.55,2187.91,4854.47,18301.49,1726.2,8203.14,7326.93,4917.41,8083.75,2547.37,9414.26,6474.06,6183.98,5610.19,2907.37,12468.08,8472.55,3922.8,413.61,3180.4,3753.62,2384.28,2590.93,5593.11,6904.56,5154.91,3084.73,4408.61,10357.35,1286.37,1610.92,7534.0,5085.12,8017.81,1665.26,6380.16,7071.35,5084.38,8021.65,5140.49,3893.5,10001.3,4237.77,3242.45,7747.34,2229.21,8262.92,2151.21,7680.6,3577.08,7891.51,6747.55,7863.56,4542.42,4863.71,7923.04,5528.97,6128.23,7579.25,1796.56,4904.35,9675.79,5504.68,4236.32,12508.18,4289.39,7320.2,2883.06,4806.6,6072.84,9936.6,0.0,8051.5,9009.38,11309.85,7259.38,1847.46,1772.77,8726.09,5323.93,4663.11,5602.86,9141.36,7069.15
market 88,1676.05,4829.58,5765.75,5095.1,9797.06,8278.93,8894.89,5522.71,5252.1,5844.42,7999.38,8682.9,8656.87,8585.89,5905.99,8520.47,9830.81,6069.08,6831.79,10617.61,7408.02,3565.89,989.77,10095.69,4934.57,9908.04,16890.89,3170.51,12768.85,2868.33,8342.18,8221.3,1941.38,6353.76,7698.06,10627.22,7503.59,5862.85,6528.42,3785.77,1577.64,2948.41,7886.96,11227.41,6110.57,7695.4,7472.83,10260.72,12849.37,8462.78,6697.14,2141.68,1088.34,4303.49,970.97,3645.36,4416.64,10259.22,5139.42,6035.27,7922.92,9729.01,5342.27,8880.26,1156.22,5305.15,8701.07,5882.03,6340.47,11360.19,7262.38,3812.55,12829.91,5949.79,14837.42,9031.42,5988.24,13933.07,10426.58,11246.62,8261.39,4262.4,2168.98,5393.99,7732.87,12891.64,12358.17,8051.5,0.0,2054.83,3956.36,1789.61,7371.13,9529.4,5588.91,2830.12,12427.36,2773.2,3208.61,5323.42
market 89,2633.41,6360.69,7411.8,5025.92,10767.75,9243.17,9852.77,6480.59,6209.99,6802.31,8742.46,9425.98,9614.76,9543.78,6888.57,9478.36,10788.7,7026.97,7789.68,9527.98,8478.63,3492.91,2155.51,11415.76,5453.64,10865.92,17961.51,3913.59,13726.74,3826.21,9300.07,8152.12,644.01,8030.73,8655.94,11585.11,8461.48,6820.74,7486.31,5462.74,3315.71,3906.29,9317.89,12185.3,6041.38,8653.29,8430.71,11218.61,13807.26,10353.99,7655.02,3099.03,2403.71,5980.46,1137.31,4603.25,5400.53,10511.74,6663.94,7466.46,9814.13,10686.9,6913.98,9950.88,1776.04,6506.81,9038.03,6043.17,6592.98,12430.8,8220.26,3743.37,13787.79,6470.98,15908.04,10107.93,6946.13,15579.12,11384.46,12204.5,8192.21,5220.29,4060.19,6356.01,8690.76,13849.52,12695.13,9009.38,2054.83,0.0,2536.33,2092.48,8329.01,10487.28,5841.43,3788.01,13385.25,4019.42,4281.33,7214.63
market 90,4933.87,8661.16,9541.84,7142.98,13068.22,11543.64,12153.24,8781.06,8510.46,9102.77,10766.85,11450.04,11915.22,11844.24,7713.7,11778.82,13089.16,9327.43,10090.14,7494.67,10779.1,5609.97,4455.98,13716.23,7570.7,13166.39,20261.97,6220.06,16027.2,6126.68,11600.53,9742.29,3177.32,10129.85,10956.41,13885.57,10761.94,9121.2,9786.77,7561.86,5353.73,6206.76,11618.35,14485.76,8158.44,10953.75,10731.18,13519.08,16107.72,10997.4,9955.49,5399.5,4704.18,8079.58,3437.77,6903.72,7701.0,12628.8,8915.51,9766.93,10457.54,12987.37,7418.96,12251.35,4076.5,8807.27,11155.09,8160.23,8710.04,14731.27,10520.73,5860.43,16088.26,8588.04,18208.51,12408.39,9246.59,17709.16,13684.93,14504.97,9782.38,7520.75,5945.08,8656.48,10991.22,16149.99,14812.18,11309.85,3956.36,2536.33,0.0,4398.95,10629.48,12787.75,7958.49,6088.47,15685.71,6319.88,4624.19,8299.61
market 91,961.65,5101.36,6662.58,3386.32,9178.78,7493.17,7661.83,4303.45,4303.12,5052.3,6650.0,7333.52,7774.63,7793.77,7259.0,7728.35,9038.69,5276.96,5598.74,11390.59,7194.79,1776.3,1336.29,10156.43,3585.18,9115.92,16662.34,1821.13,11976.74,1982.96,7550.06,6512.52,1405.55,7018.94,6905.94,9835.11,6554.61,5088.21,5736.31,4436.3,2630.28,2166.89,8058.56,10435.29,4401.79,6903.29,6680.71,9027.67,12057.26,9799.22,5905.02,1077.36,1612.08,5002.39,1322.21,2593.35,4044.27,8909.84,5570.44,6207.13,9259.36,8936.9,6929.29,8581.61,1285.3,5247.47,7351.68,4532.64,4991.08,11131.64,6029.32,2103.77,12037.79,4600.41,14608.88,8752.69,4718.81,14633.45,9544.34,10454.5,6552.62,3304.13,3433.94,4786.94,6533.93,12099.52,11008.78,7259.38,1789.61,2092.48,4398.95,0.0,6579.01,8737.28,4239.53,2212.85,11635.25,2876.22,4899.13,6659.85
market 92,6001.78,4632.27,6463.05,7904.99,3788.71,2282.8,4956.25,3205.39,2630.54,1555.48,4873.83,5557.35,1886.55,1265.79,9041.77,1663.72,3165.05,1544.83,3253.0,17621.12,3004.08,7168.02,6721.48,6409.75,6825.15,2775.09,10728.19,5507.71,5553.79,4918.01,1395.44,11432.96,7792.18,4617.25,1637.37,3412.16,2075.71,2221.93,1133.58,5638.89,6523.01,4474.54,4577.06,4012.35,9322.23,608.68,362.63,6216.8,6183.61,8981.65,896.7,5699.78,6613.46,5264.72,7341.27,4418.4,3970.91,8323.38,4854.7,3971.06,8441.79,2596.07,8632.53,3831.98,7000.22,4092.45,6213.6,5500.72,6616.73,6223.19,3185.79,6887.93,5614.84,4881.4,9260.01,3477.33,3319.2,11251.24,4176.12,4031.56,11473.06,3567.3,7030.37,3021.57,3128.69,5676.58,8541.99,1847.46,7371.13,8329.01,10629.48,6579.01,0.0,2852.94,7479.26,4615.82,5761.6,5356.85,9318.12,7531.88
market 93,8160.05,5351.37,6821.83,10418.0,1159.33,2209.93,7028.08,6018.42,5057.11,3698.23,7686.86,8370.38,3892.33,2622.85,9911.25,1199.91,535.66,3665.8,6066.03,19779.39,2843.24,9681.04,8908.49,4562.53,9561.64,1223.94,8098.81,7951.95,4588.93,7088.08,3584.59,13945.98,9950.45,4923.93,2186.39,1856.98,4888.74,3888.27,3946.62,7020.93,8516.74,6632.81,3635.11,3223.61,11835.25,2248.87,2573.42,8211.22,3554.23,8427.87,3016.5,7858.05,8701.95,6377.93,9499.54,6618.39,5547.3,11136.42,5520.63,4531.41,8758.42,905.24,9545.79,1845.54,9158.49,4859.94,9026.63,8313.75,9429.76,3750.02,5998.83,9400.94,3933.93,7694.44,6786.85,1475.2,6132.23,9083.99,5778.99,2641.27,13986.07,5767.29,8932.38,4493.2,5941.72,4757.9,10613.82,1772.77,9529.4,10487.28,12787.75,8737.28,2852.94,0.0,10292.29,6774.09,3132.22,7215.04,10795.16,8352.01
market 94,4093.74,7974.26,9576.15,1871.18,10645.48,8959.87,6327.42,4360.79,5305.83,6540.5,4207.97,4425.99,7948.81,8588.72,10534.95,9103.07,10604.39,6773.46,5331.36,14873.9,9343.15,3182.12,4939.41,12785.29,840.03,10214.44,17837.09,2774.69,12993.13,4001.3,8164.32,5774.69,5154.5,9891.84,8372.64,10851.51,6637.55,7131.79,6469.56,7421.38,5870.28,4681.29,10687.42,11451.69,3433.07,8048.03,7801.97,7151.49,13622.95,12784.3,7371.72,3821.8,5075.54,7875.92,5230.05,4038.27,6721.27,4852.31,8443.97,8836.7,12244.44,10035.42,9914.37,10542.64,5216.81,8084.31,3982.1,2314.16,933.56,12965.25,5764.28,2237.89,13054.19,2600.24,16002.08,10219.4,4376.87,17247.78,9645.68,11470.9,5814.79,4880.25,6590.42,7241.13,6096.47,12470.16,7106.84,8726.09,5588.91,5841.43,7958.49,4239.53,7479.26,10292.29,0.0,4839.15,13200.95,5847.31,8436.45,9644.94
market 95,1467.07,3167.88,4769.76,4618.52,7129.86,5552.76,6685.41,3287.77,2528.35,3089.11,5951.94,6635.45,5901.57,5830.58,6412.04,5765.16,7075.5,3313.77,4326.09,13080.11,4981.97,3682.11,2180.48,8026.09,4184.8,7152.73,14449.52,2371.86,10013.54,1010.47,5586.87,7893.21,3251.18,5085.45,4965.53,7871.92,4779.84,3032.77,3773.11,2742.74,2031.67,405.64,5928.22,8472.1,5782.48,4940.09,4717.52,8051.25,10094.06,8282.87,3941.83,1344.41,1996.35,3069.53,2800.27,1457.21,1914.88,9066.44,3637.58,4076.12,7743.01,6973.71,5791.46,6368.79,2459.22,3250.57,6910.69,4694.84,5590.7,8918.82,4856.86,3601.46,10074.6,4159.41,12396.06,6470.03,3753.31,12488.58,7671.27,8491.31,7933.3,1847.29,2539.03,2675.38,5080.22,10136.33,10374.58,5323.93,2830.12,3788.01,6088.47,2212.85,4615.82,6774.09,4839.15,0.0,9672.05,1259.59,4826.78,5149.88
market 96,11058.01,8096.58,9245.79,13315.97,3160.83,5100.26,10044.66,8927.07,7955.08,6596.2,10595.52,11279.04,6908.91,5639.42,12187.14,4108.57,2875.81,6563.77,8974.69,22677.36,5454.05,12579.01,11806.46,4938.83,12459.61,4137.86,5109.31,10849.92,3995.24,9986.05,6601.17,16843.95,12848.42,7347.89,5076.72,3729.49,7797.4,6786.24,6855.27,9748.55,11414.71,9530.78,5852.56,4884.62,14733.21,5157.53,5482.07,11227.8,582.05,9716.2,5914.47,10756.02,11599.92,9105.55,12397.51,9516.36,8437.63,14045.07,8215.9,7066.33,10838.95,3922.13,12352.44,4053.39,12056.46,7605.15,11935.29,11222.41,12338.41,2160.08,8907.48,12298.91,3987.93,10603.09,4269.02,3800.43,9040.88,7149.5,8612.55,3960.84,16884.04,8665.25,11830.35,7383.53,8850.38,6194.61,13630.4,4663.11,12427.36,13385.25,15685.71,11635.25,5761.6,3132.22,13200.95,9672.05,0.0,10113.01,13520.12,11029.15
market 97,2078.86,2358.64,3909.31,5626.68,7197.25,5679.13,7462.95,4170.25,3305.89,3830.14,6834.41,7517.92,6679.1,6582.97,5238.02,6206.12,7516.46,3951.33,5103.63,13210.55,4744.01,4600.97,2026.21,7513.89,5192.97,7861.54,14226.89,3334.28,10754.57,2105.25,6364.41,8901.37,3482.59,4244.37,5198.82,8494.58,5557.38,3441.67,4550.65,1733.83,1372.89,1572.54,5416.01,9213.13,6790.64,5652.34,5458.55,8828.79,10535.02,7234.28,4614.52,2272.55,1696.17,2209.09,3031.68,2392.39,1798.12,10001.62,2792.06,3564.33,6694.42,7564.38,4617.44,6216.26,2690.63,2657.7,7845.86,5673.19,6598.87,8696.18,5634.4,4609.63,10815.63,5094.59,12173.42,6410.87,4635.78,11858.88,8448.81,9232.34,8941.47,2624.83,1880.25,2821.32,5857.75,10877.36,11048.69,5602.86,2773.2,4019.42,6319.88,2876.22,5356.85,7215.04,5847.31,1259.59,10113.01,0.0,4168.0,4094.92
market 98,4451.63,5481.23,5234.96,8215.82,10470.71,9129.28,11254.76,7882.58,7230.66,7791.42,10584.13,11267.64,10603.87,10532.89,3339.8,10170.63,11047.47,7929.78,9028.4,9283.02,8114.81,6675.41,3617.09,9946.27,7782.11,11509.54,16958.12,5992.82,14715.85,5182.0,10289.18,11268.11,5148.29,6415.08,8737.32,12142.58,9482.14,7406.18,8475.42,3821.27,2999.97,5125.52,8134.62,13174.41,9157.38,9616.85,9419.82,12620.6,13717.21,6830.8,8592.97,4684.25,3363.49,4468.29,4177.88,6005.24,5255.26,13106.76,5304.22,6479.16,6290.94,11191.39,3227.49,9569.48,4363.14,6089.88,11345.45,8540.58,9188.01,11696.07,9559.17,6859.36,14776.9,8594.17,15130.63,9863.77,8348.11,13447.57,12373.58,13193.62,11308.2,6549.6,2331.4,6359.82,9782.52,14838.63,15002.54,9141.36,3208.61,4281.33,4624.19,4899.13,9318.12,10795.16,8436.45,4826.78,13520.12,4168.0,0.0,4133.01
market 99,5862.5,3294.01,1907.95,9424.3,8028.85,6688.8,10439.67,7231.89,6282.61,6108.47,9986.78,10670.3,9160.27,8643.34,2303.68,7574.92,8606.99,6036.69,8080.35,12634.57,5674.33,8384.6,5416.38,6789.57,8990.59,9189.29,13801.42,7131.9,12763.21,6078.62,8794.56,12699.0,6953.22,3808.56,6750.46,9822.33,8115.65,5458.13,7100.42,2408.97,4091.35,5367.58,5598.68,11050.53,10588.26,7533.32,7633.58,11805.51,11395.47,3555.39,6699.88,6056.18,5162.78,2515.82,6130.76,6172.79,3561.45,13362.08,2863.74,4038.69,3015.53,8867.97,1990.15,7127.62,6161.26,3649.4,11206.32,9074.36,10190.37,9175.78,8611.12,8407.25,12108.21,8455.05,12279.71,7421.92,7758.25,9728.3,10993.76,10815.56,12739.09,5720.99,3394.25,4672.93,8834.47,12714.76,14025.41,7069.15,5323.42,7214.63,8299.61,6659.85,7531.88,8352.01,9644.94,5149.88,11029.15,4094.92,4133.01,0.0
